,acc,prec,recall,f1-score,brier,roc_auc,pr
0,0.656697108066971,0.6840731070496083,0.7277777777777777,0.7052489905787348,0.2130487922541898,0.7179509132420092,0.7569909423760727
1,0.6493076235854676,0.6949152542372882,0.6684782608695652,0.6814404432132963,0.21560561943964568,0.712142644431209,0.7596203190218409
2,0.6664429588697236,0.7122302158273381,0.7481108312342569,0.7297297297297296,0.2002655583433429,0.7504031098289071,0.8104455674425133
3,0.662677304964539,0.7081218274111675,0.7420212765957447,0.7246753246753247,0.2145576431475518,0.7054713999383286,0.7542722020398671
4,0.6408585785814632,0.691747572815534,0.7289002557544757,0.7098381070983811,0.21062654826940846,0.7159054068657469,0.781042349552048
5,0.6706793006806353,0.7095115681233933,0.7244094488188977,0.716883116883117,0.20996061348729006,0.7227634681258064,0.7657826447422427
6,0.6769645964276837,0.7044334975369458,0.7566137566137566,0.729591836734694,0.20778047816758302,0.7332836191896595,0.7623959084889567
7,0.6980150326343564,0.727979274611399,0.741424802110818,0.734640522875817,0.20178502522152578,0.7532287182335786,0.8013853205528724
8,0.6798732024694096,0.7178217821782178,0.7611548556430446,0.7388535031847134,0.19789290954995023,0.7634468226682932,0.8100219929580932
9,0.6842730440291416,0.7010309278350515,0.7727272727272727,0.7351351351351351,0.20527126560199074,0.7410417326575863,0.7690495003275069
10,0.6547103140209347,0.7018970189701897,0.6981132075471698,0.7000000000000001,0.21776872720856058,0.7060946920270875,0.76124163672953
11,0.6731496341430242,0.7184986595174263,0.7071240105540897,0.7127659574468085,0.2071641574750343,0.7311517921098205,0.7779302447078995
12,0.6796627255999687,0.7201166180758017,0.6938202247191011,0.7067238912732475,0.20215389350433968,0.7503523470226676,0.7759994893965478
13,0.7035118101294572,0.75,0.680672268907563,0.7136563876651981,0.19894177913714298,0.7611098493451435,0.795286518638626
14,0.6640857653365098,0.6938775510204082,0.7391304347826086,0.7157894736842104,0.20547939367269116,0.7379392495533056,0.7812447274301466
15,0.6517510306009195,0.704,0.7115902964959568,0.707774798927614,0.20766869306188437,0.7258006976375456,0.7652874388077594
16,0.6752808361850915,0.7110552763819096,0.7526595744680851,0.731266149870801,0.20400570070341145,0.7415470168129743,0.7940871563987334
17,0.6688368055555556,0.7063106796116505,0.7578125,0.7311557788944724,0.2022938768753571,0.7464283130787037,0.8011645109995067
18,0.676174193081488,0.7102564102564103,0.7367021276595744,0.7232375979112272,0.20683265945055648,0.7327127659574468,0.7668501967736113
19,0.6789484797297297,0.7071428571428572,0.7734375,0.7388059701492538,0.20537465755334205,0.7375686233108109,0.7857904879304705
20,0.6352073361406605,0.6784810126582278,0.7223719676549866,0.6997389033942558,0.214579166287308,0.7128085102301177,0.7730216825869864
21,0.6650132476219432,0.7027707808564232,0.7246753246753247,0.7135549872122762,0.20907910428334428,0.7284889024019459,0.7590042225790191
22,0.6865722767755196,0.7203166226912929,0.7241379310344828,0.7222222222222222,0.20589199227416788,0.7403165457515766,0.7572883390472339
23,0.6988016708564084,0.7540983606557377,0.7225130890052356,0.7379679144385027,0.19355638998061267,0.7702572438429698,0.8156436939637444
24,0.6761799267963784,0.7079889807162535,0.7178770949720671,0.7128987517337033,0.20651983879406907,0.7378443459834328,0.7825255863958671
25,0.6922029749933594,0.7131782945736435,0.7645429362880887,0.7379679144385026,0.19779216745353673,0.7635183850036049,0.7855303373672597
26,0.6891284815813117,0.7415730337078652,0.7115902964959568,0.7262723521320495,0.19962592701432913,0.7505859603890777,0.7982109772529864
27,0.6583012803149322,0.682648401826484,0.791005291005291,0.732843137254902,0.2035402238501757,0.7454990338949383,0.7871742805228811
28,0.6759827420901247,0.7037914691943128,0.7714285714285715,0.7360594795539033,0.20358361435022004,0.7455765710799267,0.7930472781420468
29,0.6712581186601474,0.7209302325581395,0.7227979274611399,0.721862871927555,0.20399250485644865,0.7400751660220389,0.7866373728885382
30,0.6746368261927587,0.7225130890052356,0.7225130890052356,0.7225130890052357,0.20705757471672573,0.7293433375119828,0.7742086446799058
31,0.6981480597584842,0.7230769230769231,0.7726027397260274,0.747019867549669,0.19148361607301623,0.7845353443749701,0.8222011465870365
32,0.6884557734926021,0.7240566037735849,0.7932816537467701,0.7570900123304564,0.198878496478648,0.754641507351927,0.7953796538454528
33,0.6856509570411555,0.7293233082706767,0.7597911227154047,0.7442455242966753,0.1957930480586886,0.7641583860848659,0.8180305858036343
34,0.692455266555986,0.7448453608247423,0.7410256410256411,0.7429305912596401,0.1988387289888274,0.7517616675890058,0.8133782833656426
35,0.6794892825896763,0.7232375979112271,0.7270341207349081,0.725130890052356,0.2045256276460137,0.7387448964712744,0.7855246384920707
36,0.6665597934710192,0.7016706443914081,0.7443037974683544,0.7223587223587222,0.2055960215416576,0.7365506329113923,0.7943487868409463
37,0.6808536448807436,0.7112860892388452,0.7384196185286104,0.7245989304812835,0.20382111998787214,0.7453902429920495,0.779468431149152
38,0.6658834586466165,0.7286821705426356,0.706766917293233,0.717557251908397,0.20339043059561623,0.7358664518438953,0.7958422676142101
39,0.6959920671524766,0.7361111111111112,0.7162162162162162,0.7260273972602739,0.1995572224496338,0.7537865510561756,0.7969562789377586
40,0.6780037400654512,0.7202072538860104,0.7473118279569892,0.733509234828496,0.20175073316779102,0.7441561477325853,0.7846467418325018
41,0.6578902911656563,0.6876790830945558,0.69164265129683,0.689655172413793,0.21291884485559875,0.7232038159594554,0.7469006642613577
42,0.6641772947727681,0.6987654320987654,0.7447368421052631,0.7210191082802548,0.21048218762226029,0.7213490210167056,0.7764286984409884
43,0.6713591451226328,0.723943661971831,0.6890080428954424,0.706043956043956,0.20859709147563166,0.7292698869826353,0.7748665902298151
44,0.674471612101119,0.717948717948718,0.7349081364829396,0.7263294422827498,0.20443821314469113,0.7373117833954967,0.7844537819789412
45,0.6780862625233486,0.7125307125307125,0.7435897435897436,0.7277289836888331,0.2021584054090209,0.7452878247580235,0.7896941409298524
46,0.671859296482412,0.729064039408867,0.7437185929648241,0.736318407960199,0.2027557157286643,0.7383554134307903,0.8021285248434546
47,0.6797922252010724,0.7116883116883117,0.7345844504021448,0.7229551451187336,0.19941485077506815,0.7583236721976667,0.801914434898496
48,0.6755490956072352,0.7168367346938775,0.7260981912144703,0.7214377406931963,0.20334434899179216,0.742850408548083,0.7977934848153446
49,0.6656888519456419,0.6878172588832487,0.7569832402234636,0.7207446808510639,0.20898693101343765,0.7295625447024028,0.7595878790566625
50,0.6854966288749105,0.731457800511509,0.7486910994764397,0.7399741267787839,0.20315282710625468,0.7388413876228861,0.7970802553909745
51,0.6511009771986971,0.6682134570765661,0.768,0.7146401985111662,0.20989799213580737,0.7260716612377851,0.7685782396045151
52,0.6933587727412889,0.7369791666666666,0.7526595744680851,0.7447368421052631,0.1955333441060873,0.7645312981806969,0.8044074558120092
53,0.6535266596045197,0.701058201058201,0.6901041666666666,0.6955380577427821,0.2052909600942979,0.7421257062146892,0.7870174891492873
54,0.6896740154512908,0.7303370786516854,0.7103825136612022,0.7202216066481993,0.199898215070464,0.7590163934426228,0.7993294844186415
55,0.6646435127945749,0.713091922005571,0.6881720430107527,0.7004103967168263,0.2141118069347017,0.7135082986774568,0.749367821941108
56,0.6683740656985351,0.7139107611548556,0.7139107611548556,0.7139107611548556,0.21081815906097642,0.7195960366545877,0.7699038459373237
57,0.6714521141350409,0.7027707808564232,0.754054054054054,0.727509778357236,0.20342200526448342,0.7436481777945194,0.783984568911815
58,0.6923528501606429,0.7473684210526316,0.7263427109974424,0.7367055771725033,0.19660147677425016,0.7587079393106461,0.8175134884306361
59,0.7028722991331349,0.7355769230769231,0.7786259541984732,0.7564894932014833,0.19680353255821434,0.76356579117609,0.8017778331084298
60,0.6730696356713644,0.6979166666666666,0.7302452316076294,0.7137150466045272,0.20816791363215634,0.7344858076041648,0.7659793202263998
61,0.6791881618245995,0.7160804020100503,0.7480314960629921,0.7317073170731707,0.20345767943367296,0.7426011403746945,0.7820236296495064
62,0.6953722334004024,0.7409326424870466,0.7428571428571429,0.74189364461738,0.20040880608702083,0.7495335650265228,0.7906722983935607
63,0.6789006294964028,0.7377049180327869,0.703125,0.72,0.20012677137341836,0.750365332733813,0.7933651888146095
64,0.6697809558606052,0.703016241299304,0.7749360613810742,0.7372262773722628,0.20087702428218324,0.7498564643248603,0.8040066271697517
65,0.6727043041206988,0.7166666666666667,0.7659033078880407,0.7404674046740467,0.20062740179535773,0.7480736205144805,0.8018410260958223
66,0.6926527146008629,0.7331460674157303,0.7209944751381215,0.7270194986072422,0.19522936771953678,0.7673017980204204,0.8112856013835357
67,0.6646023468057367,0.7028985507246377,0.7461538461538462,0.7238805970149254,0.20993430400529958,0.7213211647109952,0.7639224016418465
68,0.6777656186053133,0.7230392156862745,0.7506361323155216,0.7365792759051186,0.20813349556116903,0.7255111300912828,0.7638608063262025
69,0.6604342787019362,0.6869158878504673,0.7616580310880829,0.7223587223587223,0.20581872835229056,0.737242637032997,0.7784723357318429
70,0.6628147590766171,0.7146814404432132,0.6771653543307087,0.6954177897574124,0.2093704914630802,0.7288884111329087,0.7691803447183517
71,0.6460442085681457,0.6829896907216495,0.710455764075067,0.6964520367936925,0.21179874657885917,0.718890773467564,0.7559231616142745
72,0.6551833008587717,0.6862244897959183,0.7231182795698925,0.7041884816753927,0.21619674007612066,0.7111748574727574,0.7507481187756646
73,0.6778048006767474,0.7182741116751269,0.7331606217616581,0.7256410256410257,0.20210883411963398,0.7459025060801522,0.795347966444295
74,0.6851487889273357,0.7209302325581395,0.744,0.732283464566929,0.19546200353957952,0.7644752018454442,0.8186300390987356
75,0.6533832625381921,0.6938271604938272,0.7433862433862434,0.7177522349936144,0.2073266588797047,0.7296463968999181,0.7859590440967295
76,0.6724093431410505,0.7208672086720868,0.7037037037037037,0.7121820615796519,0.21140308218569812,0.721272790959202,0.7743657092271392
77,0.6629059875032497,0.6724137931034483,0.7562326869806094,0.711864406779661,0.21218392533946703,0.7241570968811912,0.7522576935571146
78,0.7034448263479198,0.7377892030848329,0.7435233160621761,0.7406451612903225,0.19923747719704998,0.7552198225003848,0.8028589509336959
79,0.6700951213818861,0.6965699208443272,0.7394957983193278,0.7173913043478262,0.20720985091375685,0.7358679582944289,0.7736833593664014
80,0.6662337310928917,0.7101827676240209,0.7139107611548556,0.7120418848167539,0.20451176473834934,0.7408700201134653,0.7967451015323913
81,0.6866301650663502,0.7216216216216216,0.717741935483871,0.7196765498652291,0.1992488572149343,0.7566530010429029,0.7965183122950277
82,0.6493055555555556,0.6821515892420538,0.75,0.7144686299615878,0.21147600741030875,0.7226235812425328,0.7662890445465327
83,0.65870832425365,0.6666666666666666,0.7308781869688386,0.6972972972972973,0.20918786868313757,0.7355179051354688,0.7593423143319216
84,0.6690340909090908,0.7242268041237113,0.7095959595959596,0.7168367346938775,0.2074795193652397,0.7294910914702581,0.7848132987397192
85,0.6897902996815164,0.7025,0.7871148459383753,0.7424042272126816,0.19669579738841955,0.7709028817006254,0.7959133929806764
86,0.669341232049792,0.6945945945945946,0.7178770949720671,0.7060439560439561,0.20442451603534845,0.7427636759026659,0.7755006158333496
87,0.6791356663911087,0.7167487684729064,0.7617801047120419,0.7385786802030457,0.20113347584209787,0.7481399834665197,0.8052447348890913
88,0.6515947433529949,0.6903073286052009,0.7564766839378239,0.7218788627935722,0.20842016261611387,0.7257740645785898,0.7683932704134846
89,0.6598477508650519,0.6982097186700768,0.728,0.7127937336814621,0.21023495335163855,0.7265790080738177,0.7713112423313823
90,0.7020917962366344,0.728494623655914,0.7465564738292011,0.7374149659863944,0.19500632220119352,0.7703413176448616,0.8090115355778063
91,0.6602713449882633,0.706766917293233,0.7212276214833759,0.7139240506329113,0.20415728470166936,0.7391041586378447,0.778350525933307
92,0.6850563909774436,0.7088305489260143,0.7714285714285715,0.7388059701492539,0.19902908490290605,0.7566558441558441,0.7844379190623958
93,0.6602008788449466,0.693069306930693,0.7407407407407407,0.7161125319693094,0.20643347110043553,0.734561922697516,0.7780675807326731
94,0.6614465152047395,0.699468085106383,0.7166212534059946,0.7079407806191117,0.21087497904714073,0.7216910822280663,0.7627816736743075
95,0.6668385439282096,0.7119047619047619,0.7627551020408163,0.7364532019704434,0.20205993181093482,0.7419941380807642,0.7960300723864415
96,0.660075329566855,0.6853146853146853,0.7777777777777778,0.728624535315985,0.20732966183461987,0.7301138911308402,0.7598355443736977
97,0.6920774164211483,0.7275064267352185,0.7587131367292225,0.742782152230971,0.201553974908906,0.7462082816244944,0.785053143212016
98,0.6724445899186383,0.7075718015665796,0.7324324324324324,0.7197875166002655,0.20225888519988444,0.7457776115215562,0.7808784277429873
99,0.64736793837124,0.6879795396419437,0.7154255319148937,0.7014341590612777,0.20940582400491548,0.7245597945707997,0.768376503151729
100,0.6700986533041027,0.6973684210526315,0.7123655913978495,0.7047872340425532,0.20531409677881915,0.7404913526116157,0.7688569271634087
101,0.6689272884925059,0.6949152542372882,0.7592592592592593,0.7256637168141593,0.20528035954139034,0.7400594574507618,0.7853410703279844
102,0.6539167471678229,0.691747572815534,0.7383419689119171,0.7142857142857142,0.21423488857118783,0.7082111179415123,0.7545698253725284
103,0.6720618521018292,0.7079889807162535,0.6871657754010695,0.6974219810040706,0.2091888512157815,0.7311666060952183,0.7546814199155687
104,0.67282384651974,0.7025,0.7574123989218329,0.728923476005188,0.2041365360000621,0.7477685857916974,0.7946063980884168
105,0.678590678961249,0.7127371273712737,0.7265193370165746,0.719562243502052,0.201907756073785,0.7485032821914643,0.7954000900073428
106,0.6660958904109588,0.6911392405063291,0.75,0.7193675889328063,0.2142701499715177,0.7129873551106427,0.7340445662733015
107,0.6683778966131908,0.6861826697892272,0.7834224598930482,0.7315855181023722,0.20549463262156004,0.7397058823529412,0.7824374835229323
108,0.6736853310623803,0.7014563106796117,0.7506493506493507,0.7252195734002511,0.20417041151538548,0.7446114541196508,0.7806902170167791
109,0.6675726767850358,0.6976744186046512,0.7277628032345014,0.712401055408971,0.20781661942728524,0.7342119068724108,0.7669700842396436
110,0.691037558685446,0.7345844504021448,0.7306666666666667,0.732620320855615,0.20331480082244882,0.7457464788732394,0.7792574174082877
111,0.653544731130938,0.682648401826484,0.7931034482758621,0.7337423312883435,0.21376867213441964,0.7111628424625772,0.755292111469028
112,0.6721107099879663,0.7164948453608248,0.7413333333333333,0.7287024901703801,0.20406342084025617,0.7378772563176895,0.7954005712871923
113,0.6806301727893131,0.7065217391304348,0.7323943661971831,0.7192254495159058,0.20939672514760427,0.7281254537534486,0.7695971174583192
114,0.6729962443019466,0.7250608272506083,0.7660668380462725,0.745,0.1981177153643811,0.7504706568171176,0.8150449453001238
115,0.6866426057602528,0.6972704714640199,0.771978021978022,0.7327249022164277,0.19828358691616785,0.7634759031817855,0.7976131217821704
116,0.6694362810579748,0.7053571428571429,0.8020304568527918,0.7505938242280287,0.2088053371401196,0.7309288449550271,0.7793643065861411
117,0.6909320239650435,0.7455012853470437,0.7341772151898734,0.7397959183673469,0.1993319080053756,0.7483039776566512,0.8040588302161689
118,0.6831895359769924,0.7139107611548556,0.7371273712737128,0.7253333333333333,0.20734205354348217,0.7319654148922441,0.7638687981845109
119,0.7059398930521138,0.7437185929648241,0.774869109947644,0.758974358974359,0.19521308642716453,0.7689254904883457,0.8214028290764317
120,0.649811261402957,0.6838235294117647,0.7459893048128342,0.7135549872122763,0.20933689460630356,0.7285402364783597,0.7725989775319401
121,0.6769142738243862,0.6913265306122449,0.7612359550561798,0.7245989304812833,0.2084513432183755,0.7344134226156699,0.7677515312336824
122,0.674650130845375,0.7352941176470589,0.6684491978609626,0.700280112044818,0.20972314741948733,0.7247980430083059,0.7615710382531979
123,0.6890449841908595,0.7391304347826086,0.7372448979591837,0.7381864623243933,0.1958490414700526,0.7616053463638977,0.806519395017159
124,0.6546325051759834,0.6939890710382514,0.6902173913043478,0.6920980926430518,0.2176042126547869,0.7048857586512867,0.7551035613797157
125,0.6562433158810017,0.6852791878172588,0.7356948228882834,0.709592641261498,0.2058979187272606,0.737443155927128,0.776546807235805
126,0.683186660490968,0.706601466992665,0.7585301837270341,0.7316455696202533,0.20194597752850507,0.7537525946511588,0.7982691011427668
127,0.6810143879109396,0.7089552238805971,0.7559681697612732,0.7317073170731707,0.1975871902578321,0.7621216586733828,0.8014905453825634
128,0.6525567190226876,0.6799065420560748,0.7617801047120419,0.7185185185185187,0.20541340526430968,0.7389005235602093,0.7884945749146717
129,0.6631241410902429,0.687960687960688,0.7567567567567568,0.7207207207207207,0.19478492070985284,0.7668529546495648,0.8048460448780637
130,0.6743455449358845,0.7073863636363636,0.6897506925207756,0.6984572230014026,0.2030141317846634,0.7482985085579057,0.7706785203543031
131,0.6927254574561479,0.727735368956743,0.7409326424870466,0.7342747111681643,0.19880564475573642,0.7548069474807637,0.8018167782172156
132,0.680799045915325,0.73224043715847,0.6871794871794872,0.7089947089947091,0.20680187585760762,0.7331118493909191,0.7734142536995532
133,0.6677632855867397,0.7021791767554479,0.7795698924731183,0.7388535031847133,0.20466969155210624,0.7374713714529715,0.7939861834376281
134,0.6469004518765051,0.6807511737089202,0.7611548556430446,0.7187112763320942,0.21548995601548349,0.706929675027735,0.7451574929102083
135,0.6856177606177607,0.7222222222222222,0.7428571428571429,0.732394366197183,0.19114379738241027,0.7750351000351,0.8214250095930088
136,0.6862987560322709,0.7255434782608695,0.7196765498652291,0.7225981055480377,0.20613999643027797,0.7345337668232047,0.7830914701086383
137,0.6662025577557755,0.6880733944954128,0.78125,0.7317073170731707,0.2097515802869542,0.7365666254125413,0.7764004120627455
138,0.6732074438970991,0.696551724137931,0.8015873015873016,0.7453874538745386,0.19938450746863312,0.7556194125159642,0.79909376404443
139,0.6497220126840444,0.682741116751269,0.7289972899728997,0.7051114023591087,0.20806617664541172,0.7312603022937447,0.7715301535333534
140,0.7036228063568577,0.7395833333333334,0.7593582887700535,0.7493403693931399,0.19975422136672874,0.7569481057467802,0.8059275918394078
141,0.6467361111111112,0.6901041666666666,0.7066666666666667,0.6982872200263505,0.2131304340070676,0.7123148148148148,0.7629264083120626
142,0.6764440433212997,0.7082228116710876,0.75,0.728512960436562,0.20805557961458485,0.7291506104733704,0.7561628828713285
143,0.6805860805860806,0.7,0.7897435897435897,0.7421686746987951,0.19793347244926723,0.7666666666666666,0.8205727314534814
144,0.6826784326784328,0.7166666666666667,0.7087912087912088,0.7127071823204421,0.2036397446508562,0.7486587486587486,0.7643389824211285
145,0.6916875362950058,0.7406417112299465,0.7213541666666666,0.7308707124010554,0.204032009818713,0.7402275696864111,0.7744744436637623
146,0.6860518958588153,0.7216748768472906,0.7551546391752577,0.7380352644836272,0.19927213339194536,0.7524113227328325,0.8002686801447292
147,0.6803751803751804,0.72,0.7142857142857143,0.7171314741035857,0.1996784387113734,0.7550460513423476,0.7942766560325187
148,0.6745205026455026,0.7030878859857482,0.783068783068783,0.7409261576971214,0.20196537132843348,0.7476025132275133,0.7931040547697614
149,0.6848719019771652,0.71,0.7513227513227513,0.7300771208226221,0.1941446407840392,0.7744534948482318,0.807429552786953
150,0.6863029703860154,0.7305699481865285,0.7324675324675325,0.7315175097276265,0.1978994172167511,0.7573001393070597,0.7973942597065924
151,0.677025641025641,0.7066326530612245,0.7386666666666667,0.7222946544980443,0.20333325027251753,0.7446064659977703,0.7764246048471195
152,0.669107965766952,0.7066666666666667,0.7123655913978495,0.7095046854083,0.20990513953877699,0.7255778655548242,0.7502036979761851
153,0.6888046135523099,0.7058823529411765,0.7762803234501348,0.7394094993581516,0.1963431777668952,0.7665374179509452,0.7980336848891322
154,0.6808982581632478,0.7068062827225131,0.7219251336898396,0.7142857142857143,0.20818894173490735,0.7312877211685609,0.7624186498648298
155,0.6677404718693285,0.713527851458886,0.7078947368421052,0.7107001321003964,0.20945203480878202,0.7272141560798548,0.7730131444238396
156,0.675959411368664,0.7117346938775511,0.754054054054054,0.7322834645669293,0.20039898230464867,0.754736943349043,0.7904840740753055
157,0.6532876959106468,0.6790450928381963,0.7032967032967034,0.6909581646423751,0.208578455633634,0.732012250045037,0.7629597258248259
158,0.7010542714296066,0.7340425531914894,0.739946380697051,0.7369826435246997,0.19929046594213792,0.7607057459604376,0.7929025015048867
159,0.6618421052631579,0.6937354988399071,0.7868421052631579,0.7373612823674476,0.20848936234898088,0.7383194829178209,0.7907764555934642
160,0.6903745505848087,0.7095115681233933,0.7561643835616438,0.7320954907161804,0.20587572479348884,0.7399717835525418,0.7662066207353427
161,0.6685127908926608,0.7150127226463104,0.7356020942408377,0.7251612903225806,0.2061160375312069,0.7312328818169962,0.7821694209557382
162,0.6615674537190999,0.691358024691358,0.7526881720430108,0.7207207207207208,0.2030174081381912,0.7492794590400176,0.7902316825393199
163,0.6836877231103524,0.728,0.7203166226912929,0.7241379310344828,0.19965160209517094,0.7548274004619697,0.7978276795481234
164,0.6657142857142857,0.6884057971014492,0.76,0.7224334600760457,0.2023488891911346,0.7493864894795128,0.793197308380762
165,0.6701748864811401,0.7061855670103093,0.726790450928382,0.7163398692810458,0.20851226245121976,0.727869442071663,0.7706025896975895
166,0.6573581560283688,0.6875,0.7313829787234043,0.7087628865979382,0.21219669399463104,0.7216489361702128,0.7716655301768314
167,0.6829194824244329,0.7092731829573935,0.7486772486772487,0.7284427284427286,0.20612322432545432,0.7357291284684023,0.7659336992684583
168,0.7047655734096412,0.7076923076923077,0.7796610169491526,0.7419354838709677,0.19916184782250804,0.7701225328343972,0.7825111617180907
169,0.6811885904285128,0.7244094488188977,0.7320954907161804,0.7282321899736149,0.20220684701426583,0.7468898270258154,0.8007260015885055
170,0.6610535874682908,0.6935933147632312,0.7053824362606232,0.6994382022471911,0.21076876130037397,0.7235344631876104,0.76041548996333
171,0.6900890437475804,0.7320441988950276,0.7181571815718157,0.7250341997264023,0.19446119250767446,0.7673625865178513,0.8068502879863787
172,0.6622707220803343,0.7129909365558912,0.6465753424657534,0.67816091954023,0.2092148650928073,0.7302345019735315,0.7677946534690354
173,0.6996003466872112,0.7158176943699732,0.7585227272727273,0.736551724137931,0.19885481041749212,0.7635978428351309,0.7855771003248032
174,0.68749321168676,0.7247956403269755,0.7150537634408602,0.7198917456021651,0.19739717298451637,0.7616215922667535,0.8055324023077628
175,0.6877230151650313,0.7035040431266847,0.7372881355932204,0.7200000000000001,0.20129464460127994,0.7571086083853702,0.7737731381553703
176,0.6799030088126401,0.7046004842615012,0.7637795275590551,0.7329974811083124,0.2002101001573142,0.7529592741304689,0.7933011837904898
177,0.6528879741051679,0.6836027713625866,0.7609254498714653,0.7201946472019464,0.20850278949400416,0.7300856613345403,0.7765722341893296
178,0.6619740679777065,0.682741116751269,0.7535014005602241,0.7163781624500666,0.20810125278434016,0.732805837111477,0.7674960853386992
179,0.6686468646864686,0.6962025316455697,0.7333333333333333,0.7142857142857143,0.20827549379960425,0.7316435643564356,0.7530120988665158
180,0.6677457483593254,0.7076923076923077,0.720626631853786,0.7141009055627425,0.20303364589338077,0.743543151506598,0.788457411051724
181,0.6696901408450704,0.7012048192771084,0.776,0.7367088607594937,0.20590811103545736,0.7464413145539907,0.7882433449098829
182,0.6898708783192297,0.7257617728531855,0.7119565217391305,0.7187928669410151,0.2028148267809178,0.7462977823168951,0.7828777613197587
183,0.6672945205479452,0.7057220708446866,0.7095890410958904,0.7076502732240437,0.20657974732420492,0.7350837138508372,0.7851615084395178
184,0.6765061835785333,0.7284263959390863,0.7435233160621761,0.735897435897436,0.2013526331226509,0.7448848379410764,0.800973047353049
185,0.6868498168498168,0.717032967032967,0.717032967032967,0.717032967032967,0.20823450815015623,0.73253663003663,0.761381988088778
186,0.6715296198054819,0.7244318181818182,0.6763925729442971,0.6995884773662552,0.2065629919503645,0.7336997639166143,0.7770517519985829
187,0.6372680517270086,0.6838235294117647,0.7303664921465969,0.7063291139240507,0.20985919713413076,0.7212550644737572,0.7875303573357855
188,0.6743093922651934,0.7002583979328165,0.7486187845303868,0.7236315086782377,0.20566778124343696,0.7380929700895409,0.7743040735859088
189,0.6857200537094246,0.7328042328042328,0.7308707124010554,0.7318361955085865,0.1985529170891649,0.7537723358904779,0.7928016525003176
190,0.6819534769933335,0.71875,0.7624309392265194,0.739946380697051,0.2019579405299543,0.7449287476300177,0.7827896735170096
191,0.6563680115223157,0.7088607594936709,0.7106598984771574,0.7097591888466414,0.20570295593601515,0.7327823933395394,0.787806328180358
